Class,Contrast,Dissimilarity,Energy,Homogeneity
1.0,2214161.0,309117.0,54071.73,2290801.12
1.0,3985679.0,695845.0,16159.01,1995226.28
1.0,1715530.0,222660.0,63959.55,1058662.14
1.0,2829047.0,477269.0,37962.4,791354.16
1.0,568569.0,87143.0,53124.18,937365.51
1.0,674766.0,88882.0,31231.3,827991.01
1.0,3164540.0,568180.0,63871.12,1232838.67
1.0,728893.0,110079.0,7729.81,1011220.9
1.0,15263351.0,2150857.0,59827.18,1168454.0
1.0,1055073.0,157899.0,61674.86,1228442.56
1.0,1203504.0,211860.0,38927.28,872414.72
1.0,4141525.0,639585.0,47247.58,689601.15
1.0,1234396.0,169424.0,17234.68,1262664.12
1.0,1155119.0,198481.0,15506.39,1071088.08
1.0,1743916.0,258102.0,42437.47,3036427.18
1.0,1216127.0,175553.0,55174.57,1498066.93
1.0,1346132.0,167668.0,24006.36,1197141.59
1.0,702109.0,101289.0,51773.43,980436.11
1.0,773010.0,132162.0,52257.47,1304318.36
1.0,901908.0,131216.0,36579.88,853784.03
1.0,572544.0,84954.0,51917.59,757763.88
1.0,1484809.0,212399.0,25924.32,1798022.76
1.0,3115632.0,513684.0,37826.25,1102149.27
1.0,1221532.0,156726.0,23888.7,1075838.82
1.0,696961.0,102321.0,46460.13,495554.26
1.0,738915.0,99791.0,30756.83,952469.32
1.0,817954.0,111906.0,32028.0,832339.79
1.0,1666002.0,226046.0,50016.54,1795492.56
1.0,1916810.0,265190.0,17394.13,2033508.89
1.0,1109813.0,158655.0,50551.9,1266754.2
1.0,977811.0,140081.0,35892.84,965955.76
1.0,4012666.0,700704.0,41964.59,785506.35
1.0,1119703.0,159373.0,35895.58,1015582.5
1.0,481174.0,71796.0,37197.59,501825.19
1.0,1048607.0,137681.0,20536.17,929006.33
1.0,1372355.0,182033.0,57457.92,1134575.68
1.0,880198.0,118784.0,42380.08,812325.35
1.0,3982973.0,539843.0,44665.5,724408.08
1.0,774978.0,115662.0,16297.01,788096.98
1.0,496794.0,77204.0,42442.7,780489.17
1.0,821428.0,121786.0,54649.26,1101589.91
1.0,1526424.0,255230.0,55476.95,698034.43
1.0,905725.0,139021.0,58799.96,1346776.65
1.0,778555.0,111165.0,41315.75,974443.9
1.0,8000312.0,974166.0,64807.15,507100.22
1.0,911170.0,130802.0,41257.77,1118472.96
1.0,1860907.0,332473.0,35491.86,1144361.26
1.0,2338765.0,387273.0,59884.19,866945.34
1.0,1017428.0,150632.0,19312.05,1369337.16
1.0,602774.0,80252.0,45602.33,487627.06
1.0,842392.0,112082.0,62998.56,568227.81
1.0,692828.0,91252.0,11283.17,574013.63
1.0,1079910.0,194690.0,45755.55,1104765.25
1.0,2265672.0,334244.0,29472.25,2772879.82
1.0,1364204.0,211430.0,30696.77,399211.41
1.0,982026.0,144850.0,64548.21,1185386.09
1.0,1152898.0,174636.0,33693.95,1190232.8
1.0,2032652.0,279768.0,37662.54,1837079.0
1.0,960812.0,123360.0,43714.99,939620.33
1.0,862752.0,130024.0,27332.96,1165704.28
1.0,1483622.0,261952.0,38587.39,610392.23
1.0,1322082.0,233390.0,49877.88,598139.96
1.0,489282.0,77042.0,57364.25,848897.09
1.0,1148071.0,162189.0,36577.6,1277251.58
1.0,4011204.0,599138.0,50394.92,1222711.52
1.0,1022273.0,150501.0,31156.79,1470800.27
1.0,646378.0,97102.0,45301.87,841281.67
1.0,2147217.0,342699.0,16172.97,702794.91
1.0,508367.0,76963.0,21023.35,771542.97
1.0,2658055.0,375657.0,40296.85,4877935.12
1.0,2235862.0,350420.0,60224.67,4220617.22
1.0,2983233.0,389967.0,56077.1,2680080.08
1.0,2750817.0,424063.0,54661.09,4083751.95
1.0,1669726.0,234946.0,63247.42,1918800.98
1.0,676352.0,83520.0,63903.41,469827.49
1.0,617947.0,79389.0,30856.99,481287.6
1.0,709645.0,113727.0,61646.69,1006960.57
1.0,776280.0,118702.0,53096.65,964967.32
1.0,1254172.0,199396.0,52568.31,432830.77
1.0,477943.0,69797.0,38828.02,541149.88
1.0,527242.0,85330.0,27802.47,730990.58
1.0,924169.0,143465.0,59324.46,1408503.87
1.0,1281461.0,190695.0,63642.71,1305993.35
1.0,2202213.0,277455.0,53343.06,1298575.51
1.0,531464.0,84662.0,62815.26,946893.84
1.0,1566681.0,198129.0,48206.04,1655737.06
1.0,1349714.0,189564.0,28369.8,1524040.86
1.0,1713049.0,240921.0,61014.99,576056.18
1.0,1160463.0,161355.0,65395.55,1267286.33
1.0,1168788.0,166998.0,58868.11,1401166.57
1.0,753628.0,114730.0,59959.3,880341.73
1.0,641557.0,101113.0,54294.63,951105.56
1.0,850388.0,126480.0,34271.52,992761.17
1.0,1026094.0,142056.0,38531.51,1016059.93
1.0,650328.0,80108.0,45239.69,613191.8
1.0,714980.0,102230.0,58085.65,814314.02
1.0,606478.0,89158.0,35089.98,598819.08
1.0,2057733.0,268337.0,35562.78,1655773.89
1.0,1714957.0,220551.0,40055.34,1864186.27
1.0,2483752.0,375168.0,62648.8,724241.65
1.0,1921976.0,295504.0,44251.9,2857350.51
1.0,2954164.0,384394.0,35007.41,2656541.4
1.0,1759883.0,237753.0,57032.95,1606699.72
1.0,662467.0,82691.0,47410.42,433036.23
1.0,1414709.0,208477.0,30884.63,1576203.92
1.0,1284415.0,179033.0,41172.19,1268152.47
1.0,1207480.0,179642.0,49499.92,1409387.21
1.0,1911129.0,247953.0,34238.07,1952947.3
1.0,1887309.0,248963.0,47636.69,2068862.4
1.0,1548402.0,209348.0,50340.05,1915812.53
1.0,804601.0,120573.0,45085.69,1074942.85
1.0,689403.0,98153.0,46544.79,627522.08
1.0,608309.0,86109.0,34683.98,572361.62
1.0,1654622.0,258062.0,10783.41,3058780.26
1.0,385492.0,53810.0,45850.11,376347.05
1.0,740402.0,109656.0,19200.69,909435.76
1.0,1863380.0,269680.0,55462.16,2027870.67
1.0,1558460.0,221410.0,33007.28,1485855.6
1.0,690274.0,111594.0,61646.9,977239.94
1.0,773130.0,116650.0,36194.88,1220916.14
1.0,919143.0,135343.0,42736.85,1061309.34
1.0,5002219.0,721009.0,46362.51,744162.46
1.0,631172.0,91016.0,56345.92,632558.56
1.0,1182559.0,163371.0,37365.61,1165068.6
1.0,1172046.0,168560.0,62966.51,1198046.35
1.0,1296793.0,176065.0,58765.31,1255640.89
1.0,2292897.0,281043.0,21411.74,1367019.55
1.0,1510729.0,195179.0,46751.29,1603108.23
1.0,1750512.0,226386.0,43110.77,1441310.01
1.0,1360799.0,183299.0,63330.08,1177140.13
1.0,1732046.0,218402.0,17103.69,1754969.69
1.0,1623905.0,209401.0,51943.29,1455291.14
1.0,1138397.0,184689.0,45413.84,371094.57
1.0,791262.0,115040.0,62625.08,959016.28
1.0,472483.0,72603.0,24341.42,570061.41
1.0,1724296.0,244856.0,49580.53,2083925.23
1.0,2877142.0,548188.0,64055.63,1470732.41
1.0,703100.0,93896.0,61356.53,582598.04
1.0,687278.0,94854.0,61548.48,725219.36
1.0,933840.0,139482.0,24060.55,1295609.16
1.0,1067882.0,154928.0,15990.2,1284845.3
1.0,774414.0,103902.0,64293.51,815481.41
1.0,774508.0,104628.0,40153.76,836346.7
1.0,866238.0,126948.0,42923.8,1132909.87
1.0,1580690.0,230452.0,39277.98,1468852.12
1.0,452865.0,71737.0,42254.05,695116.55
1.0,538417.0,86167.0,39375.64,671777.76
1.0,890543.0,126085.0,37702.96,796207.71
1.0,892219.0,120235.0,45181.29,1048605.46
1.0,852181.0,122287.0,48443.79,815425.8
1.0,5782900.0,931406.0,15890.11,892487.52
1.0,690046.0,88954.0,54179.5,787076.13
1.0,718717.0,105589.0,46875.72,837163.94
1.0,2893463.0,458373.0,59340.65,802219.73
1.0,1433418.0,202982.0,60644.11,1770914.43
1.0,3260312.0,436906.0,32279.81,3792760.74
1.0,2707498.0,356348.0,57962.69,3704036.97
1.0,4108057.0,500427.0,47148.75,3536833.27
1.0,986339.0,150985.0,12597.97,1052808.15
1.0,649846.0,94414.0,42188.81,743773.17
1.0,1961432.0,273546.0,52386.53,2060822.65
1.0,520166.0,76798.0,26553.29,678504.18
1.0,1440847.0,271045.0,47782.35,711824.29
1.0,2178748.0,348434.0,21687.82,789810.4
1.0,886769.0,139727.0,45338.41,1010155.03
1.0,1830807.0,320287.0,62971.43,884912.24
1.0,725336.0,107974.0,6329.29,1101890.27
1.0,825976.0,121016.0,63062.86,1078158.41
1.0,2051573.0,290903.0,64960.11,1997845.37
1.0,2404283.0,308493.0,63670.69,2555540.55
1.0,2761601.0,354035.0,29831.16,2765113.24
1.0,3223817.0,409067.0,45291.45,3142860.97
1.0,2770892.0,340440.0,12979.37,2344261.79
1.0,2686763.0,346057.0,48326.97,1979547.46
1.0,2420860.0,305090.0,47481.08,1794321.53
1.0,2973724.0,364432.0,52327.2,2292484.16
1.0,2587210.0,343578.0,45192.83,2671224.01
1.0,872202.0,130106.0,51018.14,1025076.89
1.0,974899.0,134127.0,62717.51,1127759.33
1.0,898461.0,126965.0,51399.48,941679.36
1.0,916419.0,133969.0,35840.35,1366728.99
1.0,1492390.0,206678.0,24351.02,1696057.2
1.0,915126.0,139776.0,17977.45,969019.01
1.0,796697.0,117975.0,41160.11,892223.56
1.0,1001076.0,137322.0,38166.84,925549.64
1.0,2695817.0,374881.0,27707.28,2651612.83
1.0,925559.0,134157.0,11535.92,1041361.21
1.0,913469.0,122271.0,41827.13,1023851.52
1.0,807589.0,119233.0,11621.03,1198682.52
1.0,1484032.0,215910.0,52287.01,1496499.55
1.0,1096741.0,155985.0,60468.08,1028470.22
1.0,4745943.0,919601.0,30119.2,1691240.32
1.0,583261.0,86469.0,57200.54,641786.65
1.0,1153836.0,173380.0,64402.86,960130.97
1.0,910695.0,109749.0,9597.96,639444.51
1.0,421779.0,64833.0,64519.57,580573.19
1.0,729762.0,106608.0,49810.53,717932.85
1.0,1391450.0,174970.0,62870.6,1040625.92
1.0,1443283.0,183395.0,51065.36,1765785.95
1.0,1531047.0,219351.0,38463.05,1432263.95
1.0,851458.0,125264.0,26412.53,1132187.65
1.0,762679.0,122271.0,64048.26,1337445.88
1.0,1449288.0,211624.0,63706.59,1662036.19
1.0,630907.0,94553.0,60974.82,791150.41
1.0,753933.0,98987.0,38197.69,698318.27
1.0,1023566.0,155100.0,30913.2,1056358.51
1.0,866520.0,129184.0,8298.74,1111193.05
1.0,1174997.0,167987.0,12597.82,1266661.41
1.0,625473.0,93455.0,63937.6,674725.44
1.0,553391.0,70831.0,7986.58,355282.48
1.0,599584.0,74578.0,57005.82,397884.81
1.0,577850.0,76156.0,33499.16,437411.74
1.0,886318.0,129780.0,63863.22,912278.26
1.0,1444659.0,182721.0,16753.23,1412475.73
1.0,1114182.0,153466.0,7458.98,1246771.51
1.0,1195112.0,171420.0,36372.44,1262741.44
1.0,1598985.0,207751.0,57513.19,1872173.85
1.0,1598985.0,207751.0,57513.19,1872173.85
1.0,1274761.0,173809.0,29889.37,1190895.46
1.0,972049.0,136201.0,53044.04,1152986.19
1.0,981463.0,146395.0,62730.26,1330302.71
1.0,1142477.0,160923.0,44857.12,1099703.68
1.0,971821.0,128681.0,50378.49,771008.2
1.0,828245.0,110747.0,42587.07,828569.48
1.0,424614.0,67114.0,61395.17,560255.63
1.0,1052797.0,140707.0,63986.65,989042.09
1.0,1081783.0,146359.0,55313.27,1290107.84
1.0,768765.0,105475.0,55248.33,894678.46
1.0,935831.0,126347.0,38595.67,1052966.41
1.0,1124540.0,145894.0,37433.06,1226296.64
1.0,1124540.0,145894.0,37433.06,1226296.64
1.0,2027826.0,261584.0,15182.9,2114606.6
1.0,1262606.0,193012.0,36510.28,1696755.98
1.0,1166753.0,158079.0,59022.46,1899356.17
1.0,1527459.0,203843.0,53994.68,1691758.93
1.0,1527459.0,203843.0,53994.68,1691758.93
1.0,1761526.0,238002.0,54022.63,1639578.5
1.0,2046169.0,262309.0,17784.09,2143783.97
1.0,1937428.0,246164.0,39809.63,1746747.5
1.0,1689186.0,212444.0,31499.1,1861882.54
1.0,1329020.0,183564.0,58297.71,1731636.5
1.0,1114788.0,151960.0,33617.72,998827.94
1.0,1201972.0,172298.0,30758.21,1599060.65
1.0,1058525.0,151765.0,58757.83,1361357.77
1.0,1563235.0,250215.0,13222.29,2897363.75
1.0,2872487.0,352045.0,26054.03,2875738.26
1.0,2306206.0,288888.0,63032.1,2237144.29
1.0,1792658.0,229104.0,63704.72,1746225.33
1.0,530336.0,77872.0,31579.09,463600.14
1.0,688457.0,98197.0,30102.86,831817.82
1.0,382486.0,57286.0,45485.29,355197.76
1.0,399327.0,61671.0,34789.98,366722.01
1.0,338172.0,56800.0,58572.07,415541.6
1.0,726044.0,91440.0,48746.78,672903.33
1.0,287386.0,40122.0,44855.08,196325.95
1.0,467009.0,62105.0,59202.99,272748.22
1.0,578087.0,84457.0,49325.69,698634.61
1.0,237787.0,37673.0,32508.36,300553.4
1.0,324060.0,42486.0,40409.17,201675.75
1.0,612222.0,83572.0,63092.75,535834.23
1.0,288434.0,45308.0,28295.52,274300.79
1.0,282048.0,38948.0,65188.32,223604.68
1.0,688152.0,90520.0,41528.53,690039.55
1.0,682809.0,89599.0,13154.82,742268.24
1.0,485498.0,80602.0,30450.04,669644.01
1.0,807685.0,116119.0,52158.57,694722.78
1.0,532414.0,76592.0,53035.93,738878.64
1.0,969483.0,125627.0,34382.08,720103.95
1.0,718040.0,103680.0,59472.71,913986.84
1.0,633511.0,94875.0,57892.55,729791.03
1.0,964122.0,119200.0,15066.52,888949.67
1.0,885847.0,116629.0,47005.95,929365.79
1.0,638370.0,102728.0,33981.28,928323.25
1.0,540615.0,83555.0,54070.07,744078.52
1.0,1656294.0,229338.0,65451.65,1677616.19
1.0,1298475.0,185085.0,60825.7,1638493.65
1.0,2018272.0,266088.0,17299.14,1739709.86
1.0,1212286.0,188998.0,59723.49,1906629.44
1.0,415993.0,64049.0,44325.66,550662.21
1.0,276090.0,37694.0,41907.99,200809.46
1.0,818095.0,117231.0,47164.55,1191167.16
1.0,957461.0,133491.0,16077.66,1175369.06
1.0,750418.0,112612.0,19875.69,876962.58
1.0,1365812.0,196040.0,63866.02,1843134.47
1.0,727159.0,94777.0,50013.15,640103.99
1.0,822397.0,111771.0,24783.54,831219.4
1.0,260145.0,36455.0,49587.95,167206.03
1.0,253819.0,36167.0,59007.94,116993.22
1.0,122853.0,17507.0,36667.09,73775.16
1.0,778532.0,104218.0,55377.12,613927.37
1.0,578579.0,80607.0,35083.19,680181.13
1.0,1092447.0,161295.0,50668.35,1187216.14
1.0,127391.0,22743.0,53092.1,108852.57
1.0,1307277.0,166637.0,46512.87,1579164.02
1.0,996143.0,135147.0,47080.04,1068769.04
1.0,1136980.0,159576.0,29520.66,1214825.34
1.0,1273923.0,171985.0,56942.25,1572253.39
1.0,1061508.0,136972.0,64771.55,1271236.86
1.0,1494952.0,219874.0,58959.21,1503345.86
1.0,603632.0,83974.0,36494.89,537005.16
1.0,831212.0,118432.0,63475.94,1053893.81
1.0,156315.0,22095.0,33621.16,66581.32
1.0,193368.0,28690.0,64242.59,122225.08
1.0,195073.0,25883.0,45964.51,92725.97
1.0,697340.0,109596.0,50947.55,1028780.42
1.0,107644.0,15338.0,37222.84,75913.23
1.0,74302.0,12396.0,35360.61,69621.7
1.0,152044.0,21710.0,61821.84,119686.88
1.0,1006113.0,124071.0,54590.22,697529.06
1.0,667914.0,94158.0,53476.35,707544.66
1.0,546136.0,75752.0,33144.11,514984.5
1.0,596022.0,87798.0,62088.19,808197.67
1.0,1887760.0,271276.0,21483.96,2908465.76
1.0,117400.0,18296.0,44037.95,88373.09
1.0,97617.0,14681.0,35631.63,70349.8
1.0,493608.0,67508.0,7597.02,541154.52
1.0,875497.0,125139.0,47418.58,894310.87
1.0,144059.0,22885.0,61057.24,123882.55
1.0,612333.0,88945.0,38718.5,834205.74
1.0,503837.0,71515.0,32952.1,627505.72
1.0,236677.0,31883.0,22126.79,138231.3
1.0,99724.0,15516.0,28507.1,58311.9
1.0,1987434.0,290980.0,52214.32,2367565.45
1.0,910497.0,128819.0,65353.01,1055134.67
1.0,1246028.0,160950.0,51374.95,1301682.78
1.0,132474.0,19028.0,30617.62,60243.01
1.0,341190.0,57082.0,10017.52,509321.19
1.0,737682.0,97526.0,65315.48,670018.54
1.0,689383.0,102575.0,37950.84,878944.28
1.0,1001089.0,122479.0,50276.65,773994.58
1.0,1020168.0,142680.0,61948.03,1080194.34
1.0,995931.0,151731.0,6525.09,1474326.61
1.0,1306250.0,190138.0,37836.81,1296520.62
1.0,1268949.0,174111.0,35378.79,1347317.12
1.0,857400.0,111342.0,60316.84,982133.33
1.0,234904.0,32618.0,36121.88,143075.56
1.0,966304.0,131658.0,54448.54,1181895.09
1.0,157176.0,22014.0,35904.57,72523.16
1.0,760509.0,103023.0,51688.25,828468.76
1.0,733644.0,97232.0,30384.83,664995.11
1.0,668057.0,97015.0,28952.85,608191.87
1.0,961790.0,125798.0,31049.93,794438.44
1.0,167080.0,26882.0,48039.19,95382.32
1.0,220200.0,29330.0,39227.38,73563.23
1.0,167434.0,25408.0,26820.45,130799.58
1.0,1541398.0,226918.0,29896.32,2081648.42
1.0,1182989.0,155299.0,20859.24,1053936.06
1.0,192814.0,29048.0,50302.97,104190.79
1.0,1166890.0,163362.0,40290.21,1143539.6
1.0,706225.0,88583.0,57258.19,544516.67
1.0,187723.0,27685.0,47826.27,95762.48
1.0,839585.0,107211.0,40707.64,889735.93
1.0,1370595.0,170167.0,60899.32,1373282.01
1.0,818692.0,126798.0,39338.11,784183.99
1.0,659895.0,114549.0,60304.9,1159579.01
1.0,121581.0,19893.0,55454.03,103306.36
1.0,1150824.0,144578.0,32904.33,932454.58
1.0,598069.0,83367.0,49397.98,897180.02
1.0,1651334.0,239624.0,38556.47,2009840.79
1.0,2955539.0,354051.0,57994.02,2182196.96
1.0,122509.0,16985.0,44434.13,94061.94
1.0,147770.0,21162.0,51727.99,106676.24
1.0,146116.0,23650.0,42736.76,85267.07
1.0,540918.0,83116.0,38762.56,721921.26
1.0,1088235.0,140007.0,21483.4,912784.36
1.0,341707.0,45203.0,19886.06,135806.48
1.0,193146.0,26864.0,20762.56,127593.47
1.0,784770.0,116938.0,59815.8,820847.75
1.0,292337.0,39481.0,6785.62,131606.4
1.0,195250.0,27218.0,53419.86,105291.21
1.0,754061.0,113645.0,29970.41,866972.5
1.0,155312.0,21118.0,44500.67,85045.26
1.0,156168.0,21506.0,38101.15,75327.9
1.0,624330.0,103982.0,64549.27,817847.98
1.0,459795.0,64879.0,23413.89,470768.7
1.0,469762.0,64778.0,62400.23,428885.76
1.0,709760.0,93870.0,64320.31,809796.07
1.0,142507.0,18751.0,34978.28,72018.72
1.0,562857.0,80965.0,44583.02,393673.61
1.0,1921954.0,233538.0,50710.95,1683476.33
1.0,3183210.0,405942.0,50813.79,3565391.18
1.0,641104.0,87162.0,47062.27,660133.14
1.0,2132173.0,302927.0,32624.71,2201671.0
1.0,1165345.0,152809.0,45363.04,1672323.85
1.0,1851530.0,241622.0,61636.72,2233762.05
1.0,1565115.0,229157.0,60484.91,2919093.41
1.0,2268859.0,320949.0,54834.47,3233389.99
1.0,229181.0,33017.0,28359.67,133986.55
1.0,215577.0,31211.0,51709.75,102825.23
1.0,1295153.0,158863.0,49555.21,970531.54
1.0,1653799.0,225491.0,61395.04,1550460.5
1.0,667849.0,87761.0,63650.57,588821.99
1.0,2639339.0,329987.0,9907.84,2327852.35
1.0,679475.0,93159.0,50714.77,577554.12
1.0,191637.0,26959.0,45775.79,94216.81
1.0,93064.0,16012.0,40203.64,80914.16
1.0,421837.0,65843.0,30374.52,687997.65
1.0,1609184.0,192770.0,12603.62,1032907.63
1.0,694124.0,88592.0,64592.96,577172.34
1.0,182507.0,25203.0,53756.15,104557.33
1.0,2188408.0,283130.0,22449.06,2309652.46
1.0,512504.0,75238.0,35612.01,535123.09
1.0,603028.0,78580.0,63092.49,516073.2
1.0,529643.0,75581.0,59251.93,540704.31
1.0,449133.0,68723.0,57535.41,491566.63
1.0,945452.0,119974.0,23622.32,605912.89
1.0,727251.0,103243.0,52656.93,740985.01
1.0,953824.0,114436.0,53003.47,594622.85
1.0,1080378.0,150902.0,49227.38,1130599.39
1.0,874482.0,112410.0,62325.18,682772.47
1.0,651661.0,87285.0,62412.43,633645.88
1.0,876716.0,115818.0,50011.43,605385.4
1.0,728910.0,93950.0,16506.2,523831.37
1.0,635909.0,85037.0,61011.26,504124.81
1.0,978018.0,122868.0,20761.01,724271.81
1.0,707595.0,103183.0,34319.06,873878.59
1.0,642591.0,103627.0,44485.27,905983.88
1.0,868922.0,114232.0,32980.46,985238.27
1.0,957021.0,137021.0,53222.89,1298719.06
1.0,801973.0,110013.0,54630.04,817718.52
1.0,1058996.0,159882.0,32385.56,1702448.09
1.0,617729.0,86949.0,58091.8,691212.69
1.0,1003688.0,140254.0,64204.97,1141466.95
1.0,979043.0,122399.0,50997.68,748719.83
1.0,1098749.0,155345.0,21785.82,1222853.61
1.0,818297.0,106581.0,54876.13,670082.31
1.0,741321.0,115705.0,61628.77,1073081.63
1.0,644372.0,102882.0,36606.66,1007728.88
1.0,473883.0,75303.0,37746.12,435323.65
1.0,756391.0,105691.0,35011.72,809420.3
1.0,2280139.0,300103.0,26901.37,2021202.86
1.0,521695.0,76637.0,61618.54,674062.33
1.0,444408.0,64184.0,40051.74,547764.36
1.0,717702.0,110472.0,18021.21,1100295.34
1.0,1261440.0,175554.0,35232.02,1400157.45
1.0,1024950.0,129542.0,41979.16,681508.47
1.0,864549.0,118351.0,18547.12,741385.48
1.0,606706.0,83988.0,20361.49,520757.68
1.0,1026262.0,159280.0,37460.22,2463793.05
1.0,1731933.0,231781.0,46793.59,2465392.45
1.0,964153.0,149241.0,51317.84,3026753.78
1.0,1801831.0,255091.0,48739.17,2083213.7
1.0,273249.0,43111.0,61903.32,402783.22
1.0,667423.0,97563.0,20169.36,928949.44
1.0,980833.0,151457.0,62294.76,2708024.35
1.0,1400694.0,208062.0,54640.13,2512578.37
1.0,2442657.0,313099.0,45280.12,1896431.45
1.0,557162.0,86428.0,63775.93,849829.29
1.0,1703896.0,237600.0,43074.44,1629208.61
1.0,797801.0,113289.0,38256.7,1081766.03
1.0,636974.0,94600.0,23610.37,845204.95
1.0,667004.0,100846.0,55249.09,920435.76
1.0,2007977.0,300785.0,60730.91,2884395.91
1.0,689779.0,99749.0,64765.36,646256.74
1.0,540507.0,86499.0,4023.35,931952.84
1.0,1261325.0,180459.0,52799.82,1242858.02
1.0,2109339.0,282107.0,62265.15,1923461.37
1.0,545876.0,77316.0,41968.86,551814.64
1.0,1185798.0,149336.0,31698.97,921839.02
1.0,926830.0,123528.0,14463.16,836640.66
1.0,1505342.0,210554.0,37910.24,1498140.04
1.0,607911.0,79257.0,37771.33,489088.09
1.0,1219670.0,177968.0,56265.05,1485508.72
1.0,575092.0,78248.0,17998.65,552855.82
1.0,1444410.0,199612.0,62930.56,1749275.62
1.0,898040.0,121462.0,37098.45,822775.74
1.0,604345.0,82431.0,61839.85,623771.8
1.0,1155275.0,154393.0,47541.03,1150252.05
1.0,404988.0,60406.0,57792.28,477548.61
1.0,679061.0,98227.0,60553.38,817238.79
1.0,1141035.0,148239.0,43033.57,1361687.48
1.0,1377203.0,175887.0,52982.55,1663358.97
1.0,1230835.0,162143.0,29945.31,1249599.82
1.0,1170853.0,160871.0,55730.39,1122381.4
1.0,1309211.0,183997.0,63627.76,1367881.96
1.0,667355.0,97959.0,30870.85,841209.71
1.0,738402.0,105680.0,39129.96,899005.64
1.0,1129454.0,150108.0,40481.69,1343621.6
1.0,826318.0,115412.0,35733.91,1036170.98
1.0,724151.0,93789.0,38683.26,749246.02
1.0,638227.0,100555.0,43299.86,829150.79
1.0,1967567.0,226651.0,64926.43,1243839.71
1.0,1402358.0,179620.0,65022.11,976344.88
1.0,520356.0,78814.0,50414.82,633096.31
1.0,685594.0,97246.0,58132.87,745347.46
1.0,1044310.0,146670.0,25557.14,1272070.49
1.0,657048.0,99166.0,50440.66,1185747.32
1.0,1474835.0,218669.0,63701.72,2053925.19
1.0,1198095.0,165997.0,60735.97,1818001.54
1.0,1480151.0,196641.0,65023.56,1730049.34
1.0,1698044.0,208600.0,11694.71,1923837.38
1.0,1395808.0,185076.0,51580.83,1685603.42
1.0,751985.0,129329.0,61524.3,2067355.01
1.0,551589.0,79257.0,18033.9,565655.72
1.0,637194.0,103006.0,61091.53,1016897.82
1.0,1181206.0,159230.0,17431.43,1228493.41
1.0,958113.0,132677.0,19724.18,1207892.9
1.0,1462349.0,180873.0,60617.4,1605574.27
1.0,1628137.0,210267.0,62471.5,1342175.54
1.0,844693.0,129279.0,56406.72,1072082.66
1.0,1046965.0,132909.0,35890.91,1074042.73
1.0,405924.0,62224.0,55181.2,497731.78
1.0,537026.0,92368.0,58167.76,1084318.88
1.0,1165297.0,143649.0,63142.41,1089655.5
1.0,585311.0,74635.0,52978.85,365063.7
1.0,978986.0,133112.0,8427.1,719231.22
1.0,623621.0,84291.0,32510.5,519138.48
1.0,546401.0,75805.0,3006.98,399176.95
1.0,685656.0,91258.0,25402.36,510094.29
1.0,869042.0,115406.0,54088.45,638077.93
1.0,410088.0,56518.0,12289.66,297937.24
1.0,1012641.0,135497.0,27310.31,1007364.52
1.0,647133.0,85843.0,29205.89,518842.35
1.0,799693.0,108467.0,58618.65,743592.91
1.0,596241.0,77863.0,23379.42,525981.77
1.0,822500.0,116352.0,30153.27,795884.27
1.0,578125.0,70719.0,55854.43,392296.39
1.0,2261746.0,288578.0,35207.84,2945967.06
1.0,3190926.0,448444.0,54234.89,2906890.61
1.0,1045524.0,149950.0,24613.09,1151859.86
1.0,849621.0,122841.0,37916.84,1138962.25
1.0,820685.0,124759.0,61868.36,1215582.03
1.0,672716.0,95716.0,21295.42,611866.63
1.0,863997.0,117459.0,41617.57,955118.25
1.0,827068.0,105596.0,53911.57,767273.81
1.0,1014068.0,126482.0,51916.02,874218.92
1.0,761312.0,108160.0,61703.63,884763.23
1.0,867150.0,111754.0,12192.28,872244.01
1.0,695234.0,98624.0,49017.99,629443.35
1.0,844711.0,117489.0,34466.83,850143.84
1.0,815614.0,104340.0,21608.16,691740.12
1.0,930707.0,117003.0,38343.79,789266.88
1.0,1081211.0,145117.0,65203.06,1318553.98
1.0,833655.0,107197.0,56008.46,666698.77
1.0,922210.0,119370.0,46157.73,1110480.5
1.0,1130898.0,143922.0,15094.03,802917.76
1.0,805873.0,106613.0,65084.41,909023.08
1.0,670537.0,90017.0,54742.51,648552.15
1.0,978584.0,136522.0,57875.07,942871.25
1.0,913748.0,123608.0,17590.4,904366.54
1.0,543316.0,82386.0,42055.06,601239.77
1.0,766460.0,97906.0,57310.78,573111.27
1.0,797269.0,103713.0,53959.49,828288.84
1.0,540844.0,79426.0,21883.82,622567.7
1.0,622511.0,82017.0,18650.25,748246.9
1.0,557454.0,78406.0,36982.39,651257.51
1.0,682163.0,91393.0,39795.42,855932.71
1.0,651435.0,90087.0,53063.55,753382.22
1.0,734604.0,105366.0,37449.02,880033.63
1.0,968641.0,123635.0,55618.36,779098.1
1.0,885181.0,109613.0,51104.01,822681.54
1.0,811112.0,108852.0,47388.8,912076.34
1.0,988513.0,133185.0,60302.69,903707.85
1.0,1160983.0,153303.0,58722.23,1099403.7
1.0,920609.0,135531.0,36730.91,681145.52
1.0,759873.0,113949.0,45539.73,864840.57
1.0,1316560.0,189092.0,30931.13,1461477.65
1.0,599894.0,81110.0,47626.03,479610.72
1.0,574983.0,76993.0,63422.45,537801.18
1.0,517264.0,72226.0,58205.09,497400.13
1.0,598914.0,85574.0,38585.68,587731.94
