Class,Contrast,DM,Energy,IDM
1.0,5022061501946.15,13774899787.86,82062.36,395812.7
1.0,22615354269706.88,44902481244.65,143846.72,684650.88
1.0,17715266532537.67,34709538698.58,109267.71,531740.44
1.0,81803663629794.44,132569695634.12,278676.73,1283110.82
1.0,919749177311.75,3468700253.79,38997.46,188607.32
1.0,2263203337147.05,6727672325.85,52843.79,253100.61
1.0,1483691467861.17,5296508607.56,52324.21,237761.23
1.0,1789679537190.53,5788229567.18,50426.04,240630.1
1.0,85470994101610.03,123453911544.95,215186.97,1031667.52
1.0,2968801911212.52,8671452104.18,59945.58,278424.02
1.0,104927587912791.22,139817742316.11,211441.03,1068572.67
1.0,18838410049933.1,37270533508.36,119151.34,615925.07
1.0,93524326069295.9,135299706676.89,221904.41,1121217.14
1.0,3530841068917.49,9939707258.9,63229.99,279454.17
1.0,534654785911.03,2461943752.98,41110.73,188188.28
1.0,857225997724.73,3399302401.55,41501.46,189592.42
1.0,1464116080537.2,5248255836.01,53222.98,239749.93
1.0,3200992715467.11,9244757771.02,61499.48,295152.83
1.0,6304412417056.93,15519530104.51,73818.73,363576.56
1.0,6699478433821.68,16318087814.21,77327.39,357435.58
1.0,5654958542.56,60569430.22,6007.93,27665.99
1.0,995077672957.22,3952521680.7,47549.87,209318.07
1.0,2482239094940.19,7459650518.2,54860.34,270328.62
1.0,1579961345215.06,5515509669.91,52773.61,237574.54
1.0,1402541807937.51,4848992987.64,44947.59,224411.56
1.0,4629486370433.95,12610855212.81,73125.73,335891.71
1.0,10923600981667.25,24721136283.41,100712.52,454810.26
1.0,1811544266825.5,6350285196.76,61057.25,275564.35
1.0,3268240052197.54,9486566884.83,63375.83,327412.3
1.0,10054667938.1,105695246.69,8956.63,34360.71
1.0,2421081115227.62,7831194256.49,64004.61,300056.88
1.0,1398705452647.72,4978359981.87,50928.8,240169.76
1.0,2577947472233.65,8081017973.96,63024.35,282565.53
1.0,1825208365813.16,6111470424.51,55387.48,255367.1
1.0,925542360342.38,3492855377.19,40137.23,193382.83
1.0,938216859681.74,3451889411.54,37116.19,174437.0
1.0,1349883874280.43,4852966087.39,48613.13,218991.22
1.0,1391126654458.88,4990679579.31,50501.47,220649.33
1.0,1867627766174.21,6303339086.27,60266.79,274694.26
1.0,1358650060520.51,4736979670.16,46928.08,216449.81
1.0,1623721896476.46,5252997530.61,42968.66,204745.77
1.0,1822392129949.45,6208117859.49,58622.53,274134.61
1.0,2010754634741.61,6469486141.23,54807.49,267582.25
1.0,2010754634741.61,6469486141.23,54807.49,267582.25
1.0,5488033063343.12,13871015141.28,69789.15,343757.7
1.0,7595019013512.33,19308611268.25,100290.0,434771.45
1.0,12794870708884.12,27998931692.97,108094.56,526509.77
1.0,18139956922557.74,39627567269.05,149325.32,714640.63
1.0,8251628830889.05,20775496609.39,111220.97,504375.14
1.0,23658801123846.64,44185128894.55,125228.96,619104.16
1.0,8168422574664.77,19616372299.99,87993.72,399052.83
1.0,27038574355556.98,49431793091.97,141138.75,649506.13
1.0,30118160866672.56,55562743088.62,158707.81,748732.29
1.0,30156332126486.37,52070600252.85,129116.13,678818.5
1.0,10611726077176.48,25419798135.77,114275.48,512689.25
1.0,2300497910082.06,7044202633.11,53635.48,255659.87
1.0,1524855685419.27,5339024749.46,56056.19,252782.22
1.0,811100792266.47,3228493663.88,42835.54,193910.71
1.0,3148234493835.43,8797088533.45,58890.04,280707.87
1.0,1360619453982.72,4797717177.82,48146.21,226504.53
1.0,12368453780652.61,24600178062.54,84715.31,410712.1
1.0,12825061245549.02,24023921308.77,77493.31,432539.47
1.0,17354385862929.48,36180699129.42,122588.84,601216.33
1.0,1170039915590.62,4219130081.43,47521.14,218101.25
1.0,1489405981957.11,5257359807.42,51431.23,237148.17
1.0,811459026727.99,3269117124.68,41629.15,192582.61
1.0,464861731390.28,2001097678.56,30784.47,145111.89
1.0,1812315494254.64,5728258523.98,46915.34,227658.5
1.0,12523215777757.09,27834061402.23,105572.15,519502.61
1.0,27208934434717.0,54090555505.59,176591.97,798498.27
1.0,13816615070.56,133107133.41,9350.0,42302.34
1.0,6430197526474.85,16821511166.59,99264.99,471399.71
1.0,28112440060060.39,49978456662.12,130056.69,691585.49
1.0,1384075865713.37,4962224802.88,50334.84,238719.8
1.0,24099016985074.29,44683033498.08,125624.26,612410.75
1.0,57095642560152.48,93571368201.56,201504.26,959203.89
1.0,3506379452785.53,9593655395.09,62974.56,297045.73
1.0,1502329948999.34,5326096888.42,52755.84,251894.12
1.0,1400083792033.69,4890703183.4,47872.57,221133.62
1.0,1327681933264.56,4756148617.59,50435.62,235114.27
1.0,1188791475594.55,4259266910.93,43561.18,212796.68
1.0,2888626662192.32,8390779884.56,56919.19,274853.88
1.0,4018069650742.69,11251017305.6,68064.32,294654.8
1.0,9763392733536.93,21869219190.97,96860.53,443714.92
1.0,784364694867.79,3038176768.65,38215.74,173788.03
1.0,867143827931.1,3485734215.5,46906.45,201409.37
1.0,452782473301.3,2134246657.62,37388.86,171120.59
1.0,1250544286340.47,4544294527.22,48324.33,231157.63
1.0,942768571619.6,3416904559.99,36310.13,180888.33
1.0,12884445339.58,117441717.76,7959.42,37697.13
1.0,1579640269723.68,5673880956.88,61088.78,289357.77
1.0,2353188824101.1,7416962913.77,60534.17,294562.45
1.0,4904336962765.51,13090912479.31,78406.93,371976.96
1.0,5229723593505.01,13661226769.14,80042.86,391409.17
1.0,4030273501046.03,11431739390.01,75127.93,347244.14
1.0,3441906694049.17,10212299342.37,74032.31,335793.81
1.0,6282540282215.64,15267929987.88,72560.79,366381.89
1.0,16036824455878.22,34415470661.84,125903.58,588642.39
1.0,16346018728938.83,34483034433.88,120278.11,611921.57
1.0,6140920536754.39,16032242915.55,84743.76,372476.19
1.0,69690299177431.31,109760554642.65,213092.04,984523.18
1.0,4440159068758.54,12474917094.05,73175.63,327265.35
1.0,4256247681314.3,11666656228.36,72863.26,355110.81
1.0,1740347649196.2,6014263868.23,58573.54,272896.9
1.0,5299066242366.86,14201471476.12,85939.45,381721.98
1.0,3289230033837.32,10247350094.67,78673.84,343507.27
1.0,5810598110478.03,16270934760.8,96344.48,399371.35
1.0,1978190910.3,28906043.53,5106.15,21907.99
1.0,1260745102.16,20169297.04,4413.81,19684.56
1.0,1783815680.54,28044793.7,5314.41,21163.61
1.0,5317249614.48,64902752.21,7161.47,30933.49
1.0,10467485792.58,105896734.51,8748.47,39247.89
1.0,12674072589155.24,27905970538.03,112137.54,542650.35
1.0,11558858604796.76,25262600251.83,101846.05,504067.01
1.0,6312480046093.59,16829076792.72,100788.84,478474.07
1.0,11372699425574.62,24955021593.76,103079.91,497694.16
1.0,5794442653829.29,15788257925.91,99125.26,454107.17
1.0,7865618692131.33,19965622795.43,98123.71,462219.01
1.0,8912902661432.81,22233864856.35,110289.54,513495.56
1.0,21351936634.16,180337142.18,10571.21,44147.53
1.0,20411460675267.73,41072333586.5,131879.87,624812.28
1.0,9961853789278.14,25493057519.9,122765.28,566842.91
1.0,15933084400912.51,35527544869.31,149226.45,655321.11
1.0,4291063954275.0,12352868020.85,81819.41,416440.05
1.0,6935730139043.16,18502465086.37,99731.55,478409.39
1.0,17530641897078.97,35341506426.46,119182.54,570126.28
1.0,3183857628811.02,9647262707.98,67840.98,301425.81
1.0,29307103689151.76,49816036773.97,114806.45,577040.44
1.0,8690789749528.39,20550440915.82,91502.29,439595.02
1.0,8346263702163.94,20149116875.15,91372.75,439889.1
1.0,4954469066936.31,12475637964.69,68042.87,341034.67
1.0,9048186628240.02,20669359928.21,94417.7,436144.74
1.0,34224601901466.85,56727459470.74,126868.46,601913.25
1.0,10240821480077.56,24160232591.25,108412.83,511701.51
1.0,341119140840.4,1572988980.97,26788.74,122552.41
1.0,58136038511068.78,90302845408.19,172517.6,866546.33
1.0,53246204368982.94,88135588650.14,184315.63,933060.56
1.0,5906389015585.95,15083493132.59,76597.35,337945.56
1.0,3093860968696.42,9525340102.26,69594.26,304227.48
1.0,5402201464113.1,14290317444.92,74607.01,336367.62
1.0,2307648761717.52,7134176317.16,55800.07,245956.27
1.0,4275205253503.26,11999034867.96,77281.95,348045.06
1.0,2072348550617.21,7186733804.09,65585.91,282514.36
1.0,4189607471493.0,11929964175.09,74151.96,333700.48
1.0,2717994014129.29,8167640040.07,58758.08,244654.58
1.0,1951835734303.53,6239112745.99,50993.8,243990.78
1.0,2758623423003.92,8281086499.1,58124.73,270664.95
1.0,911935049616.14,3532371388.3,42098.58,193506.58
1.0,2152231669753.85,7035085896.88,59592.0,270585.44
1.0,3906162404988.43,10943047658.1,67425.33,317099.72
1.0,2523196059468.12,7742625171.74,57834.18,274341.66
1.0,525217310249.72,2378638024.87,35883.62,155564.27
1.0,31209877519559.08,51869796862.72,135024.05,696713.89
1.0,23089424544215.88,42557928129.23,127594.52,618620.19
1.0,10986095966654.03,25125399600.63,98102.5,448681.17
1.0,698355153241.83,2858966512.95,40443.21,185942.6
1.0,1727920897239.77,5838362563.15,53933.81,241422.86
1.0,969502685451.02,3675518607.09,41259.88,191917.42
1.0,2702370837636.93,7963115447.81,53981.47,248359.85
1.0,25837230836.0,222579647.36,12696.16,55905.85
1.0,19480921489093.78,40414695988.66,134257.38,570317.71
1.0,2449360573691.77,7590507155.05,57954.44,257355.26
1.0,2902421854214.64,8563866021.65,62095.8,283855.76
1.0,2862700717390.32,8794541390.14,63944.51,286648.84
1.0,4610377055032.38,12600680036.97,75106.34,340466.53
1.0,2561369416106.14,7879251013.02,56673.45,272236.2
1.0,3198255787092.72,9396269355.01,67563.05,301743.84
1.0,2833720990144.15,8745125659.53,63351.51,275675.59
1.0,1596964170614.03,5547595678.1,51376.72,223303.88
1.0,1436473856452.0,5053560769.86,48072.82,225381.03
1.0,3012211291127.69,9046293218.17,62907.82,269551.8
1.0,1409069475959.0,4891361698.7,45300.14,191461.92
1.0,1287522367434.81,4574661008.7,44573.2,192453.28
1.0,1759991860039.88,5725499423.2,48647.6,214262.69
1.0,1305433486559.32,4517825059.88,42680.18,192724.4
1.0,1867931399717.29,6127291905.05,49574.38,215929.89
1.0,1044624041223.42,3936083882.24,41913.89,196696.4
1.0,10377668672359.93,23171354821.74,95718.51,455023.68
1.0,4005405398449.13,11653999651.8,79388.89,364903.6
1.0,10201140164.52,95547957.52,6814.05,32108.05
1.0,3083726662657.06,9033794103.14,61076.09,292000.92
1.0,1831807328554.42,6198280349.73,55229.36,246791.91
1.0,1348527988603.36,4759106512.22,46820.68,219181.26
1.0,12321529147837.22,27951035027.43,111866.03,496418.25
1.0,3808862897094.42,10070131657.33,59413.71,283796.18
1.0,3538039468031.15,10272496588.27,70862.3,318867.72
1.0,1203638707715.83,4496641036.33,53624.29,236928.26
1.0,1322233016239.12,4900487064.5,52612.36,240232.09
1.0,8649737855042.19,19785385840.94,87145.83,414947.81
1.0,10049340379369.53,23964496632.44,105582.14,497098.79
1.0,63607576284016.48,96949168868.11,195559.91,932414.29
1.0,620605239007.92,2616466988.12,36703.47,164046.85
1.0,12802703212245.72,28001889601.77,106856.71,482635.06
1.0,10604032243.64,99738731.03,7540.11,32965.05
1.0,5382527071.42,62335903.96,6524.8,28546.18
1.0,14126321571754.0,32188100672.4,131337.21,606172.41
1.0,39432884982075.39,64660033550.23,146848.38,764391.87
1.0,74043889546.48,506925885.82,17983.18,77547.95
1.0,19536975380824.77,39328067714.03,127452.13,620302.98
1.0,2188445552088.81,6687678928.79,50953.58,229592.06
1.0,5405281655330.75,14099322471.13,75658.85,357967.1
1.0,3583770868792.33,11122877847.32,82011.2,368226.55
1.0,6220150566427.6,16292675097.61,90028.69,416072.44
1.0,14863062857393.79,33074624927.01,140228.69,647789.57
1.0,11529972128941.46,27649393486.94,128896.89,579734.63
1.0,8123432841199.91,20062007238.4,102992.15,492853.83
1.0,1446137964933.09,5041819780.93,50492.41,248435.49
1.0,3310130308002.12,10198132304.07,75628.91,331883.99
1.0,5171558919056.57,14050863393.18,84610.13,371943.11
1.0,5407336035639.8,14593951539.8,83301.63,381950.27
1.0,11821559453684.77,25681140998.81,93838.48,457660.74
1.0,12020639351453.2,27163400161.22,104071.53,482395.15
1.0,7791264381857.11,17531729968.31,81779.29,435510.88
1.0,410523154057.12,1857930022.4,30187.41,135912.74
1.0,9394358475920.81,23333299603.91,111560.1,505381.06
1.0,8787614841539.66,21683375328.22,104558.89,469828.48
1.0,5328903845291.33,15464539558.38,99001.62,475176.27
1.0,12979955805055.73,28817240173.72,118612.33,519048.5
1.0,7328531917086.11,17321262487.92,84108.36,435786.67
1.0,3058197973703.53,9328639726.47,73824.22,337718.42
1.0,3002941408537.2,9119925532.4,69716.81,315631.53
1.0,3552588180555.36,10432354241.26,75510.05,340143.45
1.0,3974711033827.08,11637317521.95,78279.07,362838.42
1.0,5159431025223.04,14629937936.27,87619.73,397872.96
1.0,3529071687679.84,10399957322.87,69504.29,325388.85
1.0,7792943596494.32,19244932465.81,93767.84,438067.27
1.0,13599797461377.52,26590976678.75,80942.9,391322.23
1.0,3273461100931.48,9865570659.06,68633.08,302867.15
1.0,1771271532002.86,5866764559.15,49435.06,231240.32
1.0,3769272675251.43,10884199354.68,67935.78,297197.42
1.0,3388178306538.52,9614462152.6,62558.71,283112.97
1.0,2046194316382.73,6469347252.62,50971.75,234363.08
1.0,3537618720039.71,10207418356.12,67497.56,293591.44
1.0,4653966882466.54,12546574608.35,73045.65,310204.28
1.0,912173546790.64,3571025775.29,47665.16,222139.23
1.0,563984813868.4,2343413441.29,31254.63,161740.46
1.0,1734003512258.45,5845957086.82,53513.55,259199.73
1.0,11603614708184.26,26808572410.39,109943.45,506278.59
1.0,2576447850.58,36690225.48,5836.8,25286.32
1.0,208463396896.04,1086653614.46,23798.54,112661.81
1.0,1164119784960.09,4278794239.48,46607.85,220783.52
1.0,29214513815.72,233865212.0,12033.24,52370.66
1.0,10822134120583.93,24480294235.48,98267.04,467217.86
1.0,1091654825789.56,4173845799.84,48424.99,218725.59
1.0,244912641911.93,1298688337.8,28603.49,122720.17
1.0,6503296571.04,75060680.72,7745.79,32386.57
1.0,6227560758565.69,15399392806.29,76448.85,380696.28
1.0,3419303524718.29,9712159980.62,61286.45,280440.11
1.0,42789752082771.82,70154113120.36,143942.18,712829.74
1.0,7499842904040.66,17653320352.21,83783.31,398076.9
1.0,16213575321529.87,33819491584.54,117186.15,535386.57
1.0,16213575321529.87,33819491584.54,117186.15,535386.57
1.0,8577039707379.53,19531139464.61,85642.06,385318.53
1.0,14821454294709.44,31362195739.51,107940.92,497861.66
1.0,15128654945037.93,30482859122.46,95741.46,475384.78
1.0,6958751885655.93,17286858521.35,92787.82,423976.75
1.0,4267032058239.54,11854592115.51,76082.92,355227.71
1.0,4508780551284.78,12185965508.05,73047.06,351510.88
1.0,2968725464047.43,9013783141.93,76333.87,355575.24
1.0,15814544064264.45,32367840697.18,112758.79,558716.03
1.0,98357591151742.7,137956381450.4,236465.26,1174619.68
1.0,22047839898162.21,47216875750.63,167109.37,763960.81
1.0,44074867631129.88,77556707166.55,195905.14,879721.05
1.0,2605145527832.23,7694098057.72,53434.54,250545.69
1.0,14010413571608.16,28824645468.55,97568.31,451362.36
1.0,2175587512703.61,6862416190.63,53397.53,266013.38
1.0,6188236490135.86,16990611097.26,111861.9,527876.25
1.0,18050835345629.68,36379833443.16,124471.56,611200.23
1.0,820653833340.04,3360634856.86,42226.61,187073.26
1.0,20939706636134.95,41604869461.83,131436.44,632145.0
1.0,15798504084614.58,32047292218.41,107852.69,516179.24
1.0,31107380600293.95,56808093065.1,159012.47,724234.63
1.0,6144192005250.35,15716990871.42,81086.52,370561.86
1.0,3456448449878.37,10825591969.16,82885.35,363894.63
1.0,6656996596972.38,16297404797.62,81239.84,397463.25
1.0,12620710741803.48,28945430996.95,125822.9,573440.59
1.0,8768783613423.92,22134647563.25,111161.73,484192.74
1.0,3495134984725.64,9990170055.2,67605.16,317064.81
1.0,3258261912783.3,9764048590.89,72299.28,325659.96
1.0,122266654780.2,740652107.99,20063.27,99150.34
1.0,1159216310628.19,4248824343.81,49199.57,228891.5
1.0,6821604360887.76,17133126746.3,82119.79,372644.72
1.0,11519188561492.83,24820360740.33,98624.19,483470.83
1.0,12024188033244.24,27287499760.09,115474.02,526669.21
1.0,2373066293094.5,6654500980.73,43832.17,213335.37
1.0,648851393085.5,2624704012.14,35151.08,156948.42
1.0,569079099501.46,2475165306.04,37531.57,166277.48
1.0,918935742418.21,3444796412.32,38718.65,182279.58
1.0,892731060349.88,3225761711.49,36893.25,163793.41
1.0,6870974042546.48,16754753837.14,81285.47,413392.74
1.0,374860864001.75,1791980280.82,32696.62,147230.98
1.0,7413049500277.01,18455145118.41,88751.17,396650.01
1.0,2319834445661.06,7526080592.18,57642.22,296826.49
1.0,3409086992429.93,10324483755.23,70908.0,316564.93
1.0,1581705700524.89,5347971523.73,48524.04,223005.41
1.0,6689971292629.4,15911388536.48,71106.89,353252.62
1.0,2337370327089.94,7635021575.75,64070.86,283334.2
1.0,1939653914634.86,6690907522.77,66105.1,295987.27
1.0,2205953200951.65,7141285358.31,59442.51,281700.58
1.0,4985482590931.73,13570194787.91,81031.34,386575.31
1.0,6863322950157.01,17461314811.98,85711.19,378973.37
1.0,3025992638471.55,9262591712.02,68224.43,306656.44
1.0,35388351800310.96,63399261600.97,156940.49,739216.28
1.0,21488129860777.21,41246760949.14,120514.85,641287.65
1.0,3095482673554.08,9249398311.5,64320.65,293498.96
1.0,1535923071812.4,5460155141.2,55328.18,237557.68
1.0,1972630274363.19,6384659013.72,54916.38,255290.22
1.0,1290552511599.98,4626774799.84,46126.81,218733.91
1.0,1410315919292.93,4981559749.51,49202.23,231956.4
1.0,843734645818.04,3270728268.0,38663.55,176405.93
1.0,1468158042968.38,5140894863.29,49840.02,228280.6
1.0,621390569058.98,2656619226.98,39536.23,169871.41
1.0,1416144075493.25,4959632266.34,49077.26,230737.4
1.0,1029518637009.93,3790200050.27,41760.89,181974.55
1.0,948745930369.25,3740970031.52,46577.37,210962.21
1.0,1540454926672.82,5434357113.01,52740.47,236037.96
1.0,1709341332300.86,5914358089.63,55523.64,257030.74
1.0,11981342033951.93,26723530071.07,104731.7,500868.9
1.0,6626070171419.56,16900887330.11,88869.52,411792.69
1.0,6448873623639.84,17261646084.71,100483.32,449779.43
1.0,3613195831716.8,10922926446.81,81025.6,364344.4
1.0,5445182912177.02,14034744575.28,74652.47,378306.12
1.0,536791839397.77,2359583906.85,35639.48,154465.31
1.0,1015095542549.01,3932773672.89,43909.63,200776.12
1.0,753295735366.51,2950079742.46,39488.51,176663.64
1.0,30531141579420.48,53342905866.44,131827.31,614999.36
1.0,1111634173754.02,4304189319.35,48114.85,208723.33
1.0,1483298049355.8,5424845720.26,55584.0,253670.86
1.0,3070352101905.76,9514695065.5,69246.61,306836.94
1.0,3487642145173.23,10674683773.42,77695.52,343727.22
1.0,5847600620409.7,15225327537.03,81080.56,365613.72
1.0,17290582205221.6,34012436053.0,109096.29,542318.66
1.0,10303607068045.18,23846915499.23,106011.34,481903.94
1.0,4421040876209.84,12357165898.93,77608.12,344097.12
1.0,10855828470309.97,24810807813.52,105021.52,474813.28
1.0,846002139432.11,3547215038.26,47257.18,214578.5
1.0,3799141890553.35,11203290554.16,74919.58,353180.94
1.0,5633026802152.46,14700946660.6,78227.19,355499.27
1.0,3498270931416.53,10338923915.17,73463.26,329607.66
1.0,2998436293234.26,8956447055.08,66717.97,311329.18
1.0,3685913816593.89,11038584408.39,77098.5,362413.21
1.0,6937588652987.18,16705086948.86,79855.38,400411.55
1.0,6133087745368.01,16499726903.92,90801.86,404093.95
1.0,1529152774270.24,5478353798.63,54533.37,243647.51
1.0,1895417524247.66,6394636771.85,58220.38,264967.52
1.0,2596475191063.56,7894663218.63,65011.15,316592.69
1.0,3208404903081.74,9821762573.41,72155.92,339204.93
1.0,1963830711362.29,6699923923.06,60819.59,275964.32
1.0,3309305290987.8,10069667840.13,73886.23,329157.57
1.0,4670239216437.99,13085401419.17,84718.56,393795.59
1.0,19492687985670.07,36287017876.48,102847.36,542243.82
1.0,5816185303287.82,15819300215.02,94834.8,422978.33
1.0,3284767214147.67,10108228502.67,75522.01,359438.72
1.0,19257247126221.41,36064718831.67,111702.06,576709.79
1.0,9733820643282.46,22733213709.37,110654.49,508118.1
1.0,7833144168715.55,17937833203.69,78910.57,401182.45
1.0,4857563715770.66,12336672450.72,74555.51,362034.56
1.0,11183049542143.51,25378315545.19,112932.61,516794.09
1.0,10721910543035.34,24895390575.22,110150.28,512652.24
1.0,9850958786366.12,23648197943.81,104032.83,494634.18
1.0,9440943592111.12,23067591125.5,113391.47,530974.83
1.0,5447966741765.62,15139889242.44,87136.32,387489.36
1.0,15744292407707.36,32066339529.75,108408.56,541765.84
1.0,7457089769888.2,18640920717.22,92524.43,418577.3
1.0,1286521566823.51,4761582368.9,49058.02,212624.37
1.0,987980659757.33,3787838461.35,44242.94,201013.93
1.0,74135533882340.62,115773817716.55,217369.49,1066306.49
1.0,11635084152948.29,26619398440.97,107765.63,484790.13
1.0,711452951968.27,2927283874.4,39788.11,184158.07
1.0,236350422456.94,1299298173.06,30116.22,142438.06
1.0,420074000452.77,1920419477.78,32066.29,146305.99
1.0,43667934533578.48,77439421988.25,185954.78,853349.16
1.0,406304957562.32,1912823738.8,32644.79,151465.54
1.0,602990610882.82,2279169361.93,29410.85,149807.81
1.0,7232334064953.79,16262292447.24,72821.63,371480.23
1.0,12091873093626.45,26623468781.09,109142.74,502683.93
1.0,962320418224.02,3559624240.94,38748.37,176104.0
1.0,1896474021648.15,6246785531.19,55262.41,252175.82
1.0,1643052446579.56,5770113468.84,55093.94,243602.53
1.0,1230845085193.65,4487574774.39,47799.3,214332.38
1.0,1130989676837.58,4236632594.53,46885.58,203710.27
1.0,1211998962890.92,4609129058.26,51136.39,232502.74
1.0,1435159140614.64,5007335936.47,50222.95,242190.08
1.0,2012560643338.4,6153800540.89,48013.61,239877.57
1.0,46470340265897.84,76391437041.86,169767.25,819895.93
1.0,15172367310935.0,31954543477.32,112491.58,546577.51
1.0,25177139209218.87,49752130140.35,149452.74,674250.33
1.0,3614255016178.46,10704007326.33,73879.17,329771.25
1.0,1470331770019.23,5422011399.38,58035.86,255114.48
1.0,1392066126153.76,5015724623.89,50701.84,236243.53
1.0,1223782584861.19,4639004885.99,50712.42,222549.67
1.0,1846266230972.8,6666913220.19,65111.92,288323.09
1.0,9410163193918.85,22386363585.64,98928.6,429220.69
1.0,950860168471.94,3779676328.42,46655.64,217490.39
1.0,12512770378535.18,26782626180.35,97429.11,481081.06
1.0,1440478198027.58,5301404935.9,58733.02,278056.39
1.0,1740778014723.26,6108916498.54,60962.31,279026.23
1.0,6709858156821.75,17501802502.59,92954.59,410533.47
1.0,2227732720185.73,7132227333.47,55249.13,261402.88
1.0,3473544975513.72,10644697988.68,76445.96,351728.26
1.0,21388576826047.3,40604835633.72,111475.93,530664.3
1.0,11764386006658.92,25326568816.39,93247.5,502800.64
1.0,1249350789865.76,4616365915.93,47988.07,210322.03
1.0,1981011313339.08,6461365269.48,57630.12,268540.76
1.0,4186202792202.04,11944964227.68,76535.19,348574.83
1.0,1656066180734.5,5267618956.01,44814.99,229485.62
1.0,1160472936413.81,4415185024.89,52431.25,233870.83
1.0,1282603352341.58,4580457511.77,47815.15,219475.35
1.0,681396651442.19,2710415960.57,37341.3,180612.6
1.0,831112827354.01,3155665434.42,39190.33,193210.01
1.0,4803835967804.38,13400697159.94,80268.52,354526.44
1.0,2423433809253.89,7893312469.73,67181.67,297592.78
1.0,3469023254753.4,10337931326.5,71590.94,322799.59
1.0,10942076972474.7,24177139956.36,96182.18,482598.49
1.0,7055978333536.19,17629780051.36,86517.17,429005.36
1.0,46749243120354.08,74768920631.38,155998.71,749318.22
1.0,36196687425766.84,62302849012.48,145655.96,690250.29
1.0,5264619753561.97,12958608832.37,65396.53,319466.77
1.0,6203253425531.57,16227786782.26,84773.59,386251.64
1.0,7842288454867.02,18635382308.51,86349.34,441363.31
1.0,24223135849395.7,47577254473.91,143206.97,635266.44
1.0,4869331524706.32,13926111532.07,93634.02,429497.4
1.0,4869331524706.32,13926111532.07,93634.02,429497.4
1.0,322751651646.28,1608254947.0,33610.1,155150.3
1.0,477404540389.28,2107928087.22,33598.31,156033.51
1.0,779243918412.61,3053319465.16,41443.92,193629.16
1.0,1080923087419.07,3917791013.75,42173.0,197864.75
1.0,133010915106.92,799147145.88,24553.5,112024.97
1.0,80066377289849.45,123871014351.82,233286.99,1146280.01
1.0,29058495924390.58,56371856482.66,164114.65,858752.02
1.0,12654788631527.9,28633275777.61,120462.71,578919.58
1.0,6745229451.8,76176230.51,7284.26,30701.32
1.0,10086290837749.28,22723523693.66,91724.34,484475.24
1.0,5633102379616.74,15265139784.03,84060.06,390006.14
1.0,17510548773644.17,37190421121.19,130581.41,576726.62
1.0,16676838954279.06,36073912330.38,136225.49,621934.87
1.0,13333226313122.09,29540261653.81,117250.81,523046.53
1.0,1819664574108.84,5783927314.74,47165.91,228152.28
1.0,1393073844.26,22178764.79,4511.67,18379.26
1.0,4557662956.18,56760141.19,6842.84,28074.84
1.0,4355238398.24,55095648.7,6916.68,28693.0
1.0,3776111024060.56,11013346724.68,72630.1,349849.34
1.0,7376737317961.04,18349930005.44,90854.98,415508.08
1.0,43519736412519.6,69352371574.31,140459.74,687523.66
1.0,8896595029273.63,23398742413.03,134082.21,599293.94
1.0,9914694135890.0,25761785230.37,148578.03,632666.74
1.0,14961171318902.07,33661800726.33,141285.36,642602.51
1.0,8136624864210.98,20115469801.12,96119.25,433519.91
1.0,10039565098433.77,23272195371.07,99474.21,470214.31
1.0,7255883921509.24,18617151423.34,101011.17,467010.21
1.0,12135000546672.51,26450423494.49,99154.16,500187.44
1.0,2728661819387.42,7697796616.37,50514.63,269232.72
1.0,113374224926915.86,162189161602.48,305908.27,1396681.58
1.0,26465801413078.38,51171962432.65,159360.25,798611.41
1.0,8916247096234.15,21695269509.42,103444.81,459346.12
1.0,11212017698576.4,24461944837.42,96050.29,450588.45
1.0,2319324821174.54,7608660061.65,65180.74,293861.37
1.0,9723152222139.17,21342992332.62,95915.14,458631.7
1.0,5254862419841.28,12639256560.51,59797.59,327246.26
1.0,14357047203972.71,30261489128.51,107200.22,475469.58
1.0,10919441419345.88,24509191156.33,97591.59,441285.11
1.0,7728261363159.28,18758552252.52,87336.36,415883.97
1.0,5183380547270.68,14214391426.66,84554.0,391051.42
1.0,34725886293580.83,59148354870.38,136933.75,687578.88
1.0,24816896868.68,218939921.98,12809.83,56074.32
1.0,752815900290.21,3129376307.13,42404.58,193766.77
1.0,415201834820.62,1901746494.03,32286.46,143380.62
1.0,1815229609449.22,6276205490.26,62704.86,278214.45
1.0,9131229679652.21,22729728646.72,115586.03,521556.04
1.0,16059795467624.76,32882436780.04,107660.78,513511.16
1.0,3764251406519.27,10913923716.09,72601.75,343881.08
1.0,25269523632570.02,49212444161.58,150162.47,679145.25
1.0,25729029519245.7,46032430107.21,120829.78,609239.83
1.0,7640755074629.77,18070724187.9,82168.28,414389.02
1.0,9748032790080.55,21871403316.68,91582.91,432499.49
1.0,7469527874513.48,17422543889.9,76396.97,393637.9
1.0,2266452965556.91,7335431405.81,60485.38,292428.42
1.0,4999659812561.22,13948513066.14,86015.78,409497.89
1.0,100035387597698.66,155251695019.49,286530.68,1311303.39
1.0,127029367298831.64,185606461575.9,310731.84,1407992.21
1.0,145583747111143.1,215093029836.15,371831.22,1623907.74
1.0,54259292330225.88,94705023445.18,240577.77,1090001.31
1.0,2024916281905.55,6507145137.84,54963.14,251546.52
1.0,2081905173328.37,6710292380.06,58266.15,272834.82
1.0,2012395428981.94,6810206189.22,63023.97,311356.35
